0.1 -0.055 -0.410 -0.401 -0.784 -92.7810118803   -92.6412976493   -92.0984909860
0.2 -0.101 -0.457 -0.447 -0.833 -92.7929117454   -92.6487356267   -92.0992327694
0.3 -0.136 -0.492 -0.482 -0.870 -92.8023960029   -92.6532784881   -92.0928415991
0.4 -0.161 -0.515 -0.506 -0.897 -92.8060358651   -92.6535097913   -92.0810230238
0.5 -0.178 -0.531 -0.523 -0.916 -92.8044699559   -92.6502149092   -92.0670017689
0.6 -0.190 -0.541 -0.534 -0.929 -92.7993167501   -92.6445520618   -92.0527745730
0.7 -0.199 -0.547 -0.543 -0.937 -92.7922625225   -92.6376772713   -92.0394016112
0.8 -0.205 -0.550 -0.549 -0.942 -92.7846029818   -92.6304772964   -92.0273570033
0.9 -0.209 -0.553 -0.553 -0.946 -92.7772688894   -92.6237162391   -92.0170184855
1 -0.213 -0.554 -0.556 -0.948 -92.7708654262   -92.6178823500   -92.0085487339
1.95 -0.221 -0.221 -0.221 -0.221 -92.7708831616   -92.7708831616   -92.7708831616
1.96 -0.221 -0.221 -0.221 -0.221 -92.7712683119   -92.7712683119   -92.7712683119
1.97 -0.221 -0.221 -0.221 -0.221 -92.7716565383   -92.7716565383   -92.7716565383
1.98 -0.221 -0.221 -0.221 -0.221 -92.7720477550   -92.7720477550   -92.7720477550
1.99 -0.221 -0.221 -0.221 -0.221 -92.7724418202   -92.7724418202   -92.7724418202
2 -0.221 -0.555 -0.565 -0.951 -92.7728386156   -92.6219740084   -92.0062164777
2.01 -0.221 -0.221 -0.221 -0.221 -92.7732380353   -92.7732380353   -92.7732380353
2.02 -0.221 -0.221 -0.221 -0.221 -92.7736399207   -92.7736399207   -92.7736399207
2.03 -0.221 -0.221 -0.221 -0.221 -92.7740441887   -92.7740441887   -92.7740441887
2.04 -0.221 -0.221 -0.221 -0.221 -92.7744507169   -92.7744507169   -92.7744507169
2.05 -0.221 -0.221 -0.221 -0.221 -92.7748593916   -92.7748593916   -92.7748593916
