0.1 0.034 -0.075 -0.307 -0.570 -679.1914121502   -679.1770132923   -678.7923416612
0.2 0.000 -0.111 -0.348 -0.612 -679.2917299198   -679.2723513003   -678.8805531651
0.3 -0.020 -0.129 -0.370 -0.637 -679.3981543671   -679.3750114039   -678.9779091811
0.4 -0.033 -0.138 -0.383 -0.651 -679.5048390172   -679.4787942375   -679.0784020485
0.5 -0.041 -0.141 -0.389 -0.659 -679.6116448174   -679.5835895453   -679.1812123273
0.6 -0.046 -0.143 -0.393 -0.663 -679.7189107881   -679.6895686830   -679.2859961103
0.7 -0.049 -0.144 -0.395 -0.665 -679.8265668290   -679.7964325392   -679.3921458438
0.8 -0.052 -0.144 -0.396 -0.666 -679.9340202722   -679.9034038039   -679.4986901935
0.9 -0.053 -0.144 -0.397 -0.667 -680.0403250406   -680.0094124815   -679.6044380040
1 -0.054 -0.144 -0.397 -0.667 -680.1444167520   -680.1133190361   -679.7081782232
1.95 -0.056 -0.144 -0.398 -0.667 -680.9092142978   -680.8778903232   -680.4724583472
1.96 -0.056 -0.144 -0.398 -0.667 -680.9149315104   -680.8836102027   -680.4781804472
1.97 -0.056 -0.144 -0.398 -0.667 -680.9206065918   -680.8892879832   -680.4838605191
1.98 -0.056 -0.144 -0.398 -0.667 -680.9262398752   -680.8949240106   -680.4894988893
1.99 -0.056 -0.144 -0.398 -0.667 -680.9318317082   -680.9005185403   -680.4950958752
2 -0.056 -0.144 -0.398 -0.667 -680.9373824083   -680.9060720395   -680.5006517941
2.01 -0.056 -0.144 -0.398 -0.667 -680.9428923176   -680.9115848055   -680.5061670542
2.02 -0.056 -0.144 -0.398 -0.667 -680.9483617864   -680.9170571641   -680.5116419472
2.03 -0.056 -0.144 -0.398 -0.667 -680.9537911513   -680.9224894536   -680.5170768334
2.04 -0.056 -0.144 -0.398 -0.667 -680.9591807604   -680.9278820335   -680.5224720482
2.05 -0.056 -0.144 -0.398 -0.667 -680.9645309743   -680.9332352362   -680.5278279436
