0.1 0.045 -0.256 -0.308 -0.620 -77.8284505779   -77.8233068861   -77.4732566796
0.2 0.012 -0.301 -0.352 -0.666 -77.8417009096   -77.8382138435   -77.4852793282
0.3 -0.009 -0.335 -0.382 -0.700 -77.8537724271   -77.8525298352   -77.4955527914
0.4 -0.024 -0.360 -0.401 -0.722 -77.8610686056   -77.8620362147   -77.5010977602
0.5 -0.034 -0.378 -0.412 -0.736 -77.8631969036   -77.8662455312   -77.5022156041
0.6 -0.040 -0.391 -0.419 -0.744 -77.8612832055   -77.8662582251   -77.5001219081
0.7 -0.045 -0.401 -0.422 -0.749 -77.8569311589   -77.8636254368   -77.4962129495
0.8 -0.048 -0.408 -0.424 -0.752 -77.8516398475   -77.8598027411   -77.4916598776
0.9 -0.050 -0.412 -0.425 -0.753 -77.8465468112   -77.8559173853   -77.4874265207
1 -0.051 -0.416 -0.426 -0.754 -77.8423850433   -77.8529334222   -77.4841152611
2 -0.053 -0.424 -0.426 -0.755 -77.8619674185   -77.8753650246   -77.5075377765
