0.001 0.069 -0.153 -0.277 -0.562 -14.8692781975   -14.8623710718   -14.5722509461
0.011 0.063 -0.158 -0.282 -0.567 -14.8697648864   -14.8626564951   -14.5724450480
0.021 0.057 -0.164 -0.288 -0.573 -14.8709811216   -14.8633890580   -14.5729468193
0.031 0.051 -0.170 -0.294 -0.579 -14.8728127917   -14.8645287924   -14.5737339066
0.041 0.045 -0.176 -0.300 -0.585 -14.8751486749   -14.8660356168   -14.5747837107
0.05 0.039 -0.181 -0.306 -0.591 -14.8775957872   -14.8676727951   -14.5759345656
0.051 0.039 -0.182 -0.307 -0.591 -14.8778846368   -14.8678698376   -14.5760737520
0.1 0.014 -0.210 -0.336 -0.621 -14.8943796086   -14.8803604054   -14.5851516191
0.2 -0.012 -0.254 -0.387 -0.672 -14.9291488801   -14.9131354082   -14.6109671037
0.3 -0.023 -0.280 -0.422 -0.707 -14.9586271814   -14.9446441388   -14.6380378046
0.4 -0.027 -0.296 -0.444 -0.729 -14.9837808557   -14.9720533133   -14.6630971945
0.5 -0.029 -0.305 -0.458 -0.743 -15.0063105664   -14.9961908634   -14.6861253905
0.6 -0.031 -0.310 -0.467 -0.751 -15.0272750060   -15.0181533006   -14.7076446911
0.7 -0.031 -0.313 -0.472 -0.757 -15.0471669979   -15.0386307112   -14.7280116182
0.8 -0.031 -0.315 -0.476 -0.760 -15.0661405247   -15.0579420677   -14.7473646302
0.9 -0.031 -0.316 -0.478 -0.762 -15.0841873113   -15.0761840799   -14.7657078280
1 -0.032 -0.316 -0.480 -0.764 -15.1012403476   -15.0933513476   -14.7829901509
2 -0.032 -0.317 -0.483 -0.767 -15.2128570887   -15.2051638340   -14.8952591935
