0.1 0.040 -0.148 -0.286 -0.574 -534.9637855350   -534.9932084620   -534.6324702918
0.2 0.033 -0.194 -0.331 -0.621 -535.0897101035   -535.1212699372   -534.7536926929
0.3 0.051 -0.125 -0.360 -0.654 -535.2104164547   -535.2596674433   -534.8864921110
0.35 0.046 -0.132 -0.371 -0.667 -535.2765881007   -535.3260167605   -534.9509026177
0.36 0.045 -0.134 -0.373 -0.669 -535.2894321412   -535.3389219667   -534.9634913821
0.37 0.044 -0.135 -0.375 -0.671 -535.3021366838   -535.3516953892   -534.9759703363
0.38 0.043 -0.135 -0.376 -0.673 -535.3147105608   -535.3643361136   -534.9883426512
0.39 0.043 -0.136 -0.378 -0.675 -535.3271518458   -535.3768426750   -535.0006021995
0.4 0.042 -0.137 -0.379 -0.677 -535.3394582560   -535.3892145481   -535.0127490575
0.41 0.041 -0.138 -0.381 -0.679 -535.3516036759   -535.4014518771   -535.0247818357
0.42 0.040 -0.139 -0.382 -0.680 -535.3636408769   -535.4135545302   -535.0367006770
0.43 0.040 -0.139 -0.383 -0.682 -535.3755399629   -535.4255249356   -535.0485250029
0.44 0.039 -0.140 -0.385 -0.684 -535.3873090050   -535.4374000638   -535.0602151188
0.45 0.039 -0.141 -0.386 -0.685 -535.3989449348   -535.4491026375   -535.0717929001
0.5 0.036 -0.143 -0.391 -0.692 -535.4552021667   -535.5057052633   -535.1280459085
0.6 0.032 -0.145 -0.398 -0.701 -535.5592103734   -535.6104635016   -535.2330106531
0.7 0.030 -0.146 -0.402 -0.707 -535.6545095335   -535.7065435250   -535.3300239323
0.8 0.028 -0.146 -0.405 -0.710 -535.7440323540   -535.7968177299   -535.4215165101
0.9 0.027 -0.146 -0.406 -0.712 -535.8299391126   -535.8834224507   -535.5093229691
1 0.027 -0.146 -0.407 -0.714 -535.9135599986   -535.9676418833   -535.5946339243
2 0.027 -0.145 -0.407 -0.716 -536.6369352424   -536.6938772178   -536.3252090365
