0.1 0.063 -0.071 -0.281 -0.504 -1916.2266239679   -1916.2494952518   -1915.9194016304
0.2 0.033 -0.099 -0.320 -0.545 -1916.2764405237   -1916.2972701665   -1915.9609033956
0.25 0.020 -0.111 -0.334 -0.561 -1916.3051525396   -1916.3243610285   -1915.9839939085
0.26 0.018 -0.114 -0.337 -0.564 -1916.3109483329   -1916.3298169149   -1915.9886330704
0.27 0.016 -0.116 -0.340 -0.567 -1916.3167695448   -1916.3352636633   -1915.9932672995
0.28 0.014 -0.118 -0.342 -0.570 -1916.3225647047   -1916.3406952890   -1915.9978907482
0.29 0.012 -0.120 -0.344 -0.573 -1916.3283274147   -1916.3461070697   -1916.0025013191
0.3 0.010 -0.122 -0.347 -0.575 -1916.3340559415   -1916.3514924094   -1916.0070907201
0.31 0.008 -0.123 -0.349 -0.578 -1916.3397543207   -1916.3568567046   -1916.0116645574
0.32 0.006 -0.125 -0.351 -0.580 -1916.3454105761   -1916.3621821472   -1916.0162393004
0.33 0.004 -0.127 -0.353 -0.582 -1916.3510755798   -1916.3674664271   -1916.0207674345
0.34 0.002 -0.128 -0.355 -0.585 -1916.3566430635   -1916.3727048372   -1916.0252923568
0.35 0.001 -0.130 -0.357 -0.587 -1916.3621669356   -1916.3779087760   -1916.0297687043
0.4 -0.007 -0.137 -0.365 -0.597 -1916.3890241367   -1916.4031805532   -1916.0516625430
0.5 -0.018 -0.146 -0.378 -0.613 -1916.4380752563   -1916.4496462743   -1916.0928837296
0.6 -0.026 -0.152 -0.387 -0.624 -1916.4814107597   -1916.4911749625   -1916.1310774174
0.7 0.051 -0.226 -0.392 -0.632 -1916.4687118376   -1916.5296240380   -1916.1676335698
0.8 0.053 -0.236 -0.396 -0.637 -1916.5051661218   -1916.5672040198   -1916.2042172224
0.9 0.055 -0.243 -0.398 -0.641 -1916.5429543581   -1916.6057136311   -1916.2422842531
1 0.056 -0.249 -0.400 -0.643 -1916.5828835140   -1916.6461856237   -1916.2826198105
2 0.057 -0.259 -0.402 -0.648 -1917.0006872006   -1917.0653085123   -1916.7026410764
