0.1 0.038 -0.184 -0.321 -0.580 -582.2577325234   -582.2883813267   -581.9064187760
0.2 0.070 -0.163 -0.361 -0.624 -582.2521009286   -582.3155244614   -581.9302897688
0.25 0.066 -0.175 -0.376 -0.641 -582.2663173012   -582.3319256062   -581.9447144775
0.26 0.065 -0.177 -0.378 -0.644 -582.2693015855   -582.3353001970   -581.9476888546
0.27 0.064 -0.180 -0.381 -0.647 -582.2723187994   -582.3386958983   -581.9506850794
0.28 0.064 -0.182 -0.383 -0.650 -582.2753675203   -582.3421021008   -581.9536958900
0.29 0.063 -0.184 -0.386 -0.653 -582.2784410710   -582.3455162258   -581.9567196548
0.3 0.063 -0.186 -0.388 -0.656 -582.2815318884   -582.3489335511   -581.9597527056
0.31 0.063 -0.188 -0.390 -0.659 -582.2846368913   -582.3523499674   -581.9627901838
0.32 0.062 -0.189 -0.392 -0.661 -582.2877515763   -582.3557645713   -581.9658285747
0.33 0.062 -0.191 -0.394 -0.664 -582.2908737777   -582.3591697383   -581.9688682515
0.34 0.061 -0.193 -0.396 -0.666 -582.2940036127   -582.3625622709   -581.9719146997
0.35 0.061 -0.195 -0.398 -0.669 -582.2971592639   -582.3659454175   -581.9749475134
0.36 0.061 -0.196 -0.399 -0.671 -582.3002438488   -582.3693101819   -581.9779736616
0.4 0.060 -0.202 -0.406 -0.679 -582.3126531149   -582.3825998265   -581.9899927815
0.5 0.059 -0.213 -0.417 -0.695 -582.3428529396   -582.4143456438   -582.0192518291
0.6 0.058 -0.223 -0.425 -0.707 -582.3719724308   -582.4443027730   -582.0475845482
0.7 -0.430 -0.714 -0.714 -0.702 -582.4732182133   -582.0754873605   -582.0754873605
0.8 -0.433 -0.720 -0.720 -0.706 -582.5015279550   -582.1031866810   -582.1031866810
0.9 -0.435 -0.723 -0.723 -0.709 -582.5291696158   -582.1304303814   -582.1304303814
1 -0.436 -0.725 -0.725 -0.711 -582.5557653770   -582.1567662249   -582.1567662249
2 -0.438 -0.729 -0.729 -0.714 -582.6965315426   -582.2970784813   -582.2970784813
