0.1 0.029 0.040 -0.273 -0.407 -470.7373937611   -470.7058496070   -470.3262852159
0.2 -0.013 -0.002 -0.323 -0.455 -470.8300622218   -470.7932974611   -470.4065388808
0.3 -0.040 -0.029 -0.359 -0.488 -470.9309312233   -470.8906826883   -470.4963028542
0.4 -0.058 -0.046 -0.386 -0.508 -471.0283800044   -470.9854573040   -470.5838481132
0.45 -0.065 -0.053 -0.396 -0.514 -471.0747191980   -471.0307352637   -470.6258453795
0.46 -0.066 -0.054 -0.398 -0.516 -471.0837821369   -471.0396078510   -470.6340960365
0.47 -0.067 -0.055 -0.400 -0.517 -471.0927776094   -471.0484196912   -470.6422978028
0.48 -0.069 -0.056 -0.401 -0.518 -471.1017051740   -471.0571710529   -470.6504512423
0.49 -0.070 -0.057 -0.403 -0.519 -471.1105648963   -471.0658624065   -470.6585568262
0.5 -0.071 -0.058 -0.405 -0.520 -471.1193578983   -471.0744941239   -470.6666149055
0.51 -0.072 -0.059 -0.406 -0.521 -471.1280848023   -471.0830668688   -470.6746267182
0.52 -0.073 -0.060 -0.408 -0.521 -471.1367464814   -471.0915812111   -470.6825924809
0.53 -0.074 -0.061 -0.409 -0.522 -471.1453436163   -471.1000379135   -470.6905133749
0.54 -0.075 -0.062 -0.411 -0.523 -471.1538772451   -471.1084376761   -470.6983899276
0.55 -0.075 -0.063 -0.412 -0.524 -471.1623481974   -471.1167813666   -470.7062254573
0.6 -0.079 -0.066 -0.419 -0.527 -471.2037990732   -471.1576883988   -470.7447673940
0.7 -0.085 -0.072 -0.429 -0.531 -471.2826201659   -471.2358181702   -470.8190466418
0.8 -0.090 -0.076 -0.437 -0.533 -471.3568939421   -471.3097805671   -470.8901887158
0.9 -0.093 -0.079 -0.443 -0.534 -471.4275256635   -471.3803394393   -470.9584720078
1 -0.095 -0.081 -0.447 -0.534 -471.4951616761   -471.4480416519   -471.0244198644
2 -0.101 -0.086 -0.460 -0.530 -472.0437879695   -471.9983387684   -471.5704100958
