0.1 0.046 -0.019 -0.343 -0.743 -225.3639612717   -225.3099514045   -224.8494463294
0.2 -0.002 -0.065 -0.393 -0.777 -225.3801995297   -225.3211159489   -224.8553298981
0.3 -0.041 -0.102 -0.434 -0.788 -225.3985993404   -225.3307647570   -224.8611415615
0.4 -0.072 -0.130 -0.467 -0.818 -225.4135678831   -225.3355062387   -224.8663744390
0.5 -0.097 -0.143 -0.493 -0.859 -225.4225935270   -225.3347455120   -224.8594890220
0.6 -0.115 -0.151 -0.510 -0.884 -225.4249831211   -225.3286977333   -224.8565277383
0.7 -0.130 -0.157 -0.518 -0.901 -225.4212064044   -225.3180676227   -224.8425829479
0.8 -0.141 -0.161 -0.524 -0.902 -225.4124315421   -225.3039109422   -224.8305606190
0.9 -0.150 -0.163 -0.528 -0.908 -225.4000938036   -225.2874396908   -224.8162638236
1 -0.157 -0.165 -0.530 -0.913 -225.3856255205   -225.2698416285   -224.8009054960
2 -0.182 -0.167 -0.535 -0.966 -225.2906263084   -225.1665311757   -224.7370011806
