0.1 0.023 -0.073 -0.358 -0.687 -759.2751637038   -759.2145333418   -758.7642620808
0.2 -0.019 -0.119 -0.407 -0.738 -759.3001699512   -759.2363775124   -758.7769537694
0.3 -0.051 -0.155 -0.447 -0.781 -759.3337922581   -759.2647929809   -758.7913606407
0.4 -0.076 -0.183 -0.479 -0.818 -759.3695307367   -759.2946263166   -758.8063207914
0.45 -0.086 -0.194 -0.492 -0.833 -759.3866424792   -759.3088714019   -758.8135859468
0.46 -0.088 -0.197 -0.495 -0.836 -759.3899405583   -759.3116142253   -758.8149928352
0.47 -0.089 -0.199 -0.497 -0.838 -759.3931899880   -759.3143152554   -758.8163799120
0.48 -0.091 -0.201 -0.500 -0.841 -759.3963874616   -759.3169721063   -758.8177459179
0.49 -0.093 -0.202 -0.502 -0.843 -759.3995303679   -759.3195824413   -758.8190883271
0.5 -0.095 -0.204 -0.504 -0.845 -759.4026168219   -759.3221440416   -758.8204055191
0.51 -0.096 -0.206 -0.507 -0.847 -759.4056440869   -759.3246550699   -758.8216965838
0.52 -0.098 -0.208 -0.509 -0.849 -759.4086101596   -759.3271132831   -758.8229597762
0.53 -0.099 -0.210 -0.511 -0.850 -759.4115132993   -759.3295168300   -758.8241932878
0.54 -0.101 -0.211 -0.513 -0.852 -759.4143514565   -759.3318644401   -758.8253959160
0.55 -0.102 -0.213 -0.515 -0.854 -759.4171235574   -759.3341547588   -758.8265662431
0.6 -0.109 -0.220 -0.524 -0.862 -759.4299481630   -759.3447042719   -758.8318957100
0.7 -0.121 -0.232 -0.539 -0.874 -759.4501993241   -759.3610729085   -758.8396540762
0.8 -0.129 -0.241 -0.551 -0.883 -759.4634525741   -759.3712616865   -758.8433943879
0.9 -0.136 -0.248 -0.560 -0.890 -759.4706430190   -759.3760845818   -758.8435070321
1 -0.141 -0.253 -0.567 -0.895 -759.4730715793   -759.3767148350   -758.8406626638
2 -0.158 -0.266 -0.587 -0.906 -759.4395478054   -759.3386894999   -758.7948642880
