0.1 0.065 -0.122 -0.401 -0.697 -185.5143636289   -185.5109172398   -185.0242764719
0.2 0.029 -0.164 -0.444 -0.742 -185.5317990301   -185.5277428893   -185.0363063268
0.3 0.006 -0.193 -0.476 -0.776 -185.5469145816   -185.5419056449   -185.0446281217
0.35 -0.003 -0.205 -0.488 -0.790 -185.5517966231   -185.5459601973   -185.0462234126
0.36 -0.005 -0.207 -0.491 -0.793 -185.5525121457   -185.5464891367   -185.0463241297
0.37 -0.006 -0.209 -0.493 -0.795 -185.5531400105   -185.5469205647   -185.0463546028
0.38 -0.008 -0.210 -0.495 -0.798 -185.5536814474   -185.5472656908   -185.0463138794
0.39 -0.009 -0.212 -0.497 -0.800 -185.5541361339   -185.5475254655   -185.0462036474
0.4 -0.011 -0.214 -0.499 -0.802 -185.5545061362   -185.5476867139   -185.0460258636
0.41 -0.012 -0.216 -0.501 -0.804 -185.5547912661   -185.5477649367   -185.0457812947
0.42 -0.013 -0.217 -0.503 -0.806 -185.5549933435   -185.5477466234   -185.0454715022
0.43 -0.015 -0.219 -0.504 -0.808 -185.5551131718   -185.5476564657   -185.0450986585
0.44 -0.016 -0.220 -0.506 -0.810 -185.5551524816   -185.5474843644   -185.0446640671
0.45 -0.017 -0.221 -0.508 -0.812 -185.5551132956   -185.5472307274   -185.0441699761
0.5 -0.022 -0.228 -0.515 -0.821 -185.5537988242   -185.5449078064   -185.0408717916
0.6 -0.031 -0.236 -0.526 -0.834 -185.5465471855   -185.5357281263   -185.0310086153
0.7 -0.037 -0.241 -0.533 -0.843 -185.5351791478   -185.5228503020   -185.0184923148
0.8 -0.041 -0.244 -0.537 -0.849 -185.5220191749   -185.5086076828   -185.0051899022
0.9 -0.044 -0.246 -0.540 -0.853 -185.5089129136   -185.4947968676   -184.9925653637
1 -0.046 -0.247 -0.542 -0.856 -185.4971641110   -185.4826252980   -184.9816245351
2 -0.051 -0.246 -0.545 -0.860 -185.5022353937   -185.4878465134   -184.9929940343
