g2g71000 -0.01  
g2g71002 0.0  
g2g71003 0.0  
g2g71004 0.0  
g2g71006 0.0  
g2g71007 0.0  
g2g71008 -0.05  
g2g71009 0.0  
g2g71011 0.0  
g2g71012 -0.01  
g2g71013 -0.01  
g2g71014 0.0  
g2g71016 0.0  
g2g71017 0.0  
g2g71018 0.0  
g2g71019 0.0  
g2g71020 -0.01  
g2g71021 0.0  
g2g71022 0.0  
g2g71023 0.0  
g2g71024 0.0  
g2g71025 0.0  
g2g71027 -0.01  
g2g71028 0.0  
g2g71030 -0.01  
g2g71031 0.0  
g2g71032 0.0  
g2g71033 0.0  
g2g71035 0.0  
g2g71036 -0.01  
g2g71037 0.0  
g2g71038 -0.01  
g2g71039 0.0  
g2g71042 0.0  
g2g71043 0.0  
g2g71044 0.0  
g2g71045 0.0  
g2g71046 -0.01  
g2g71047 0.0  
g2g71049 0.0  
g2g71050 0.0  
g2g71051 -0.01  
g2g71052 0.0  
g2g71053 0.0  
g2g71054 0.0  
g2g71055 0.0  
g2g71056 0.0  
g2g71057 0.0  
g2g71058 0.0  
g2g71059 0.0  
g2g71060 0.0  
g2g71061 -0.01  
g2g71062 0.0  
g2g71063 -0.01  
g2g71064 0.0  
g2g71065 -0.01  
g2g71066 -0.02  
g2g71067 -0.01  
g2g71068 0.0  
g2g71069 -0.02  
g2g71070 -0.01  
g2g71071 0.01  
g2g71072 0.0  
g2g71073 -0.01  
g2g71074 0.0  
g2g71075 0.0  
g2g71076 0.0  
g2g71077 0.0  
g2g71078 0.0  
g2g71079 0.0  
g2g71080 -0.01  
g2g71081 0.0  
g2g71082 0.0  
g2g71083 0.0  
g2g71084 0.0  
g2g71085 0.0  
g2g71086 0.0  
g2g71087 -0.01  
g2g71088 0.0  
g2g71089 -0.01  
g2g71090 0.0  
g2g71091 0.0  
g2g71092 0.0  
g2g71093 0.0  
g2g71094 0.0  
g2g71095 0.07  
g2g71096 0.01  
g2g71097 -0.01  
g2g71098 -0.01  
g2g71099 0.0  
g2g71100 0.02  
g2g71101 0.0  
g2g71102 0.0  
g2g71103 0.0  
g2g71104 0.0  
g2g71105 -0.01  
g2g71106 0.0  
g2g71107 0.0  
g2g71108 0.0  
g2g71109 0.0  
g2g71110 -0.01  
g2g71111 0.01  
g2g71112 0.01  
g2g71113 0.0  
g2g71114 -0.01  
g2g71115 0.0  
g2g71116 0.0  
g2g71117 0.0  
g2g71118 -0.01  
g2g71119 0.0  
g2g71120 0.0  
g2g71121 0.0  
g2g71122 0.0  
g2g71123 0.0  
g2g71124 0.0  
g2g71126 0.0  
g2g71128 0.0  
g2g71129 0.0  
g2g71130 0.0  
g2g71131 0.0  
g2g71132 0.0  
g2g71133 0.02  
g2g71134 0.0  
g2g71137 0.01  
g2g71146 0.01  
