0.1 1.4688 -8.7584
0.2 0.2176 -9.8736
0.3 -0.7888 -10.6624
0.35 -1.1968 -10.9616
0.36 -1.2512 -11.016
0.37 -1.3328 -11.0704
0.38 -1.4144 -11.1248
0.39 -1.4688 -11.152
0.4 -1.5504 -11.2064
0.41 -1.6048 -11.2608
0.42 -1.6864 -11.3152
0.43 -1.7408 -11.3424
0.44 -1.7952 -11.3968
0.45 -1.8768 -11.4512
0.46 -1.9312 -11.4784
0.47 -1.9856 -11.5328
0.48 -2.04 -11.56
0.5 -2.1488 -11.6416
0.6 -2.6112 -11.9408
0.7 -2.9648 -12.1856
0.8 -3.2096 -12.376
0.9 -3.4272 -12.512
1.0 -3.5904 -12.5936
2.0 -4.0528 -12.8928
