0.1 0.045 -0.256 -0.308 -0.620 -77.8284505779   -77.8233068861   -77.4732566796
0.15 0.027 -0.280 -0.332 -0.645 -77.8347718812   -77.8303330256   -77.4790908466
0.16 0.024 -0.284 -0.336 -0.650 -77.8361415193   -77.8318824182   -77.4803313492
0.17 0.021 -0.288 -0.340 -0.654 -77.8375231622   -77.8334562597   -77.4815842841
0.18 0.018 -0.293 -0.344 -0.658 -77.8389068394   -77.8350415271   -77.4828341947
0.19 0.015 -0.297 -0.348 -0.662 -77.8402867756   -77.8366301426   -77.4840378219
0.2 0.012 -0.301 -0.352 -0.666 -77.8417009096   -77.8382138435   -77.4852793282
0.21 0.010 -0.305 -0.356 -0.670 -77.8430568798   -77.8397848091   -77.4864940108
0.22 0.007 -0.308 -0.359 -0.674 -77.8443847311   -77.8413370003   -77.4876775271
0.23 0.005 -0.312 -0.362 -0.678 -77.8456863472   -77.8428787123   -77.4888308525
0.24 0.003 -0.316 -0.366 -0.681 -77.8469641565   -77.8443778067   -77.4898933860
0.25 0.000 -0.319 -0.369 -0.685 -77.8482041832   -77.8458426248   -77.4909502761
0.3 -0.009 -0.335 -0.382 -0.700 -77.8537724271   -77.8525298352   -77.4955527914
0.4 -0.024 -0.360 -0.401 -0.722 -77.8610686056   -77.8620362147   -77.5010977602
0.5 -0.034 -0.378 -0.412 -0.736 -77.8631969036   -77.8662455312   -77.5022156041
0.6 -0.040 -0.391 -0.419 -0.744 -77.8612832055   -77.8662582251   -77.5001219081
0.7 -0.045 -0.401 -0.422 -0.749 -77.8569311589   -77.8636254368   -77.4962129495
0.8 -0.048 -0.408 -0.424 -0.752 -77.8516398475   -77.8598027411   -77.4916598776
0.9 -0.050 -0.412 -0.425 -0.753 -77.8465468112   -77.8559173853   -77.4874265207
1 -0.051 -0.416 -0.426 -0.754 -77.8423850433   -77.8529334222   -77.4841152611
2 -0.053 -0.424 -0.426 -0.755 -77.8619674185   -77.8753650246   -77.5075377765
