0.1 0.044 -0.121 -0.319 -0.859 -76.3542365312   -76.3793069830   -75.9131057826
0.2 0.029 -0.170 -0.369 -0.911 -76.3613550990   -76.3886731337   -75.9216587626
0.3 0.027 -0.212 -0.410 -0.955 -76.3706354492   -76.4003099321   -75.9332777727
0.4 0.027 -0.245 -0.442 -0.991 -76.3795639037   -76.4108257011   -75.9445735712
0.45 0.027 -0.258 -0.455 -1.006 -76.3832680262   -76.4150847651   -75.9494562234
0.46 0.027 -0.261 -0.457 -1.009 -76.3839279714   -76.4158404817   -75.9503525355
0.47 0.027 -0.263 -0.460 -1.011 -76.3845591121   -76.4165628400   -75.9512204201
0.48 0.027 -0.265 -0.462 -1.014 -76.3851608581   -76.4172514507   -75.9520593503
0.49 0.027 -0.268 -0.464 -1.017 -76.3857327160   -76.4179060358   -75.9528688282
0.5 0.027 -0.270 -0.466 -1.019 -76.3862742727   -76.4185263602   -75.9536495551
0.51 0.028 -0.272 -0.468 -1.022 -76.3867852100   -76.4191122797   -75.9543992847
0.52 0.028 -0.274 -0.470 -1.024 -76.3872652767   -76.4196637337   -75.9551186955
0.53 0.028 -0.276 -0.472 -1.027 -76.3877143102   -76.4201807276   -75.9558076763
0.54 0.028 -0.278 -0.474 -1.029 -76.3881322133   -76.4206633173   -75.9564661040
0.55 0.028 -0.280 -0.476 -1.031 -76.3885189693   -76.4211116413   -75.9570939911
0.6 0.028 -0.289 -0.485 -1.042 -76.3899891252   -76.4228479487   -75.9597780744
0.7 0.028 -0.303 -0.499 -1.059 -76.3907379727   -76.4239672524   -75.9629802404
0.8 0.029 -0.314 -0.510 -1.073 -76.3890086619   -76.4224649841   -75.9636852070
0.9 0.029 -0.321 -0.518 -1.083 -76.3854684660   -76.4190653866   -75.9624880175
1 0.029 -0.327 -0.524 -1.091 -76.3807873539   -76.4144726752   -75.9599972655
2 0.029 -0.345 -0.542 -1.118 -76.3462981113   -76.3801960731   -75.9369265788
