0.1 0.030 -0.206 -0.346 -0.611 -330.9945796966   -331.0179722770   -330.6020968413
0.2 0.026 -0.250 -0.390 -0.624 -331.0150166927   -331.0432156922   -330.6119494043
0.3 0.027 -0.283 -0.422 -0.655 -331.0417544482   -331.0727340094   -330.6324800452
0.4 0.028 -0.306 -0.444 -0.677 -331.0674136448   -331.0996968647   -330.6521458823
0.5 0.029 -0.322 -0.460 -0.693 -331.0889941040   -331.1218893701   -330.6690545489
0.6 0.029 -0.332 -0.470 -0.698 -331.1065023997   -331.1396978610   -330.6837430341
0.7 0.029 -0.339 -0.477 -0.706 -331.1210992806   -331.1544453455   -330.6966968466
0.8 0.029 -0.344 -0.482 -0.711 -331.1339775012   -331.1674002363   -330.7085823758
0.9 0.029 -0.347 -0.485 -0.713 -331.1459536096   -331.1794160944   -330.7200186383
1 0.029 -0.349 -0.487 -0.715 -331.1574410411   -331.1909242166   -330.7312098932
2 0.029 -0.354 -0.492 -0.720 -331.2362759825   -331.2697769258   -330.8098911503
