0.001 0.115 -0.166 -0.348 -0.734 -112.4966263493   -112.5080048253   -112.1733832063
0.011 0.110 -0.172 -0.354 -0.740 -112.4972285291   -112.5084991103   -112.1738130030
0.021 0.104 -0.178 -0.359 -0.745 -112.4988265987   -112.5097774414   -112.1749233436
0.031 0.098 -0.184 -0.365 -0.751 -112.5013357959   -112.5117872077   -112.1766800998
0.041 0.092 -0.190 -0.371 -0.757 -112.5045850636   -112.5144749712   -112.1790306802
0.05 0.086 -0.195 -0.377 -0.762 -112.5080917769   -112.5174294531   -112.1815866725
0.051 0.086 -0.196 -0.377 -0.763 -112.5085128862   -112.5177873574   -112.1819014604
0.1 0.061 -0.224 -0.406 -0.792 -112.5350188759   -112.5413552973   -112.2027608743
0.2 0.029 -0.274 -0.457 -0.845 -112.6068743150   -112.6106251673   -112.2649021438
0.3 0.009 -0.311 -0.494 -0.886 -112.6819186074   -112.6852840795   -112.3324372506
0.4 -0.005 -0.339 -0.519 -0.915 -112.7497075329   -112.7531605313   -112.3935959614
0.5 -0.014 -0.359 -0.535 -0.934 -112.8076904248   -112.8113579801   -112.4458839736
0.6 -0.021 -0.374 -0.545 -0.947 -112.8567312594   -112.8606868858   -112.4902849048
0.7 -0.026 -0.386 -0.552 -0.956 -112.8986580171   -112.9029687611   -112.5286631182
0.8 -0.029 -0.394 -0.556 -0.961 -112.9353568078   -112.9400666085   -112.5628087573
0.9 -0.032 -0.401 -0.559 -0.965 -112.9684341944   -112.9735523967   -112.5940910490
1 -0.034 -0.406 -0.561 -0.968 -112.9991251121   -113.0046359258   -112.6235865315
2 -0.039 -0.421 -0.563 -0.972 -113.2694573112   -113.2771839004   -112.8928711926
